"","location","cnt","lat","long","lat_min","lat_max","lon_min","lon_max"
"15","Albuquerque, NM",22,35.0841034,-106.650985,34.9470871,35.218203,-106.8821501,-106.4706258
"16","Aledo, TX",4,32.6990091,-97.6039663,32.6767784,32.7189975,-97.6264188,-97.5897517
"17","Alexandria, LA",12,31.2909782,-92.4616292,31.2315461,31.3596291,-92.5657965,-92.3983025
"18","Alexandria, VA",69,38.8051095,-77.0470229,38.7851837,38.8449229,-77.1443577,-77.0370392
"19","Alfred, NY",3,42.2542334,-77.7906062,42.242292,42.265755,-77.803224,-77.778022
"20","Algonquin, IL",2,42.1655801,-88.2942493,42.132424,42.197458,-88.383726,-88.257597
"21","Alhambra, CA",6,34.093042,-118.12706,34.0599364,34.1111486,-118.164835,-118.1077791
"22","Allen, TX",16,33.1031744,-96.6705503,33.0707933,33.1580078,-96.7366668,-96.6089949
"23","Allentown, PA",1,40.6022059,-75.4712794,40.5499752,40.6360106,-75.5480045,-75.4192495
"24","Alpharetta, GA",24,34.0709576,-84.2747329,34.0281476,34.1173451,-84.359435,-84.201218
"25","Alsip, IL",4,41.6689223,-87.7386619,41.651233,41.6908949,-87.778572,-87.694909
"26","Altamonte Springs, FL",8,28.6619154,-81.3885899,28.6400878,28.689576,-81.443401,-81.34405
"27","Altoona, PA",4,40.518681,-78.394736,40.466153,40.554785,-78.432978,-78.364695
"28","Amarillo, TX",9,35.2072185,-101.833824,35.1020007,35.2944807,-101.956244,-101.653777
"29","Ames, IA",9,42.0267567,-93.6170448,41.9749305,42.0779466,-93.6987324,-93.5214332
"30","Amherst, NY",2,42.9783924,-78.7997616,42.945844,43.087077,-78.832498,-78.696839
"31","Ammon, ID",1,43.4772087,-111.969726,43.438823,43.511356,-111.984521,-111.897772
"32","Anaheim, CA",8,33.8347516,-117.911732,33.7889241,33.8790572,-118.0173585,-117.6738308
"33","Anderson, IN",2,40.1053196,-85.6802541,40.0194345,40.159155,-85.7631444,-85.6009898
"34","Anderson, SC",4,34.5258335,-82.652962,34.2087505,34.8195278,-82.9920694,-82.3138692
"35","Andover, MA",3,42.65717,-71.1408776,42.5980212,42.7012671,-71.2561879,-71.0761664
"36","Ankeny, IA",1,41.7320796,-93.605092,41.6521318,41.7987146,-93.6727663,-93.5414352
"37","Ann Arbor, MI",1,42.2681569,-83.7312291,42.222668,42.3238941,-83.799572,-83.675807
"38","Annandale, VA",4,38.838491,-77.2085238,38.811,38.865979,-77.262116,-77.1576787
"39","Annapolis Junction, MD",8,39.1189964,-76.7963417,39.1165753,39.1212783,-76.8006968,-76.7914047
"40","Annapolis, MD",11,38.9786401,-76.492786,38.9424993,39.0025548,-76.5395832,-76.4686762
"41","Anoka, MN",1,45.2710195,-93.2827625,45.035487,45.4145196,-93.5124158,-93.018747
"42","Antigo, WI",2,45.140245,-89.152335,45.0906351,45.185216,-89.186191,-89.131094
"43","Antioch, CA",1,38.0049214,-121.805789,37.9208342,38.0300593,-121.8605884,-121.7323883
"44","Antioch, IL",6,42.4767131,-88.0950691,42.446403,42.495627,-88.128356,-87.99737
"45","Apache Junction, AZ",2,33.4150485,-111.549577,33.3000674,33.4513813,-111.5848519,-111.4767939
"46","Apple Valley, MN",4,44.7319094,-93.21772,44.7173359,44.7758872,-93.2483505,-93.151344
"47","Appleton, WI",3,44.2613967,-88.4069744,44.2086575,44.3539177,-88.4515792,-88.342596
"48","Appomattox, VA",1,37.3586336,-78.8265053,37.342107,37.3745228,-78.85072,-78.809083
"49","Arden, NC",24,35.4661821,-82.5164242,35.4461821,35.4861821,-82.5364242,-82.4964242
"50","Arizona, United States",28,34.395342,-111.763275,31.3322135,37.0038722,-114.8183584,-109.045131
"51","Arkadelphia, AR",1,34.1209292,-93.053784,34.0919468,34.1766648,-93.1112459,-93.0414386
"52","Arkansas, United States",10,35.2048883,-92.4479108,33.0042455,36.4996,-94.6178753,-89.644395
"53","Arlington, TX",3,32.7355816,-97.1071186,32.586565,32.817121,-97.233818,-97.037008
"54","Arlington, VA",219,38.8769326,-77.0893094,38.8274696,38.9343511,-77.1722757,-77.0309984
"55","Arlington, WA",4,48.1810957,-122.1389548,48.1447897,48.203799,-122.204007,-122.107502
"56","Armonk, NY",1,41.1264847,-73.7139777,41.100335,41.1651903,-73.733743,-73.694626
"57","Arvada, CO",4,39.8005505,-105.0811573,39.7843843,39.8930153,-105.3019196,-105.042313
"58","Asheville, NC",22,35.595363,-82.5508407,35.4164642,35.6560763,-82.6703643,-82.4604691
"59","Athens, OH",6,39.355589,-82.0610404,39.1803141,39.5564844,-82.298347,-81.721717
"60","Atlanta, GA",188,33.7489924,-84.3902644,33.647808,33.886823,-84.551068,-84.28956
"61","Atlantis, FL",2,26.5909025,-80.1008762,26.5879564,26.6036218,-80.1147842,-80.0897101
"62","Attleboro, MA",18,41.9438129,-71.2806515,41.8935458,41.9873058,-71.381463,-71.2081624
"63","Auburn Hills, MI",11,42.6875323,-83.2341028,42.619938,42.709529,-83.32895,-83.209216
"64","Auburn, WA",12,47.3075369,-122.2301808,47.237142,47.353874,-122.2807014,-122.143636
"65","Augusta, GA",20,33.4709714,-81.9748429,33.227165,33.5450221,-82.3538702,-81.8281227
"66","Aurora, CO",6,39.7405111,-104.830994,39.5510581,39.826965,-104.8865378,-104.488906
"67","Aurora, Colorado, United States",4,39.7405111,-104.830994,39.5510581,39.826965,-104.8865378,-104.488906
"68","Aurora, IL",19,41.7571701,-88.3147539,41.679869,41.822191,-88.408369,-88.2049725
"69","Austell, GA",3,33.8126059,-84.6343783,33.796488,33.841153,-84.681587,-84.604626
"70","Austin, TX",468,30.2711286,-97.7436995,30.0985133,30.5166255,-97.9367663,-97.5605288
"71","Aventura, FL",1,25.9564812,-80.1392121,25.9310916,25.9750487,-80.1503189,-80.1233062
"72","Avon, MA",2,42.1326216,-71.0401255,42.1031713,42.1538154,-71.0709739,-71.0218585
"73","Avon, NY",2,42.9119925,-77.7454567,42.89723,42.932766,-77.773186,-77.72568
"74","Avon, OH",2,41.4516512,-82.0350598,41.418342,41.4786425,-82.067967,-81.969447
"75","Azusa, CA",6,34.1338751,-117.9056046,34.1066704,34.168206,-117.9436498,-117.8813064
"76","Bakersfield, CA",19,35.3738712,-119.0194639,35.193979,35.4473018,-119.265033,-118.772341
"77","Baltimore, MD",109,39.2908816,-76.610759,39.1972328,39.3719992,-76.7112977,-76.5296757
"78","Banner Elk, NC",10,36.1631818,-81.8715019,36.138971,36.173563,-81.88774,-81.848095
"79","Barre, MA",6,42.4228006,-72.1051592,42.3564232,42.4845233,-72.2051504,-72.0073856
"80","Barstow, CA",3,34.8986215,-117.0244313,34.804475,34.917948,-117.153384,-116.9091579
"81","Basking Ridge, NJ",10,40.7064088,-74.5492725,40.6864088,40.7264088,-74.5692725,-74.5292725
"82","Batavia, NY",8,42.9980144,-78.1875515,42.980486,43.017345,-78.212584,-78.150237
"83","Batavia, OH",10,39.0770072,-84.1768795,39.067436,39.091051,-84.198929,-84.165682
"84","Baton Rouge, LA",2,30.4494155,-91.1869659,30.3383782,30.5589767,-91.2350363,-90.9993438
"85","Bay Minette, AL",4,30.8829628,-87.7730474,30.836791,30.915061,-87.799708,-87.750793
"86","Bayonne, NJ",4,40.6687141,-74.1143091,40.641989,40.701072,-74.1614661,-74.049594
"87","Baytown, TX",8,29.7355047,-94.9774274,29.662131,29.829269,-95.0578092,-94.848974
"88","Beaumont, TX",1,30.0860459,-94.1018461,29.9729432,30.1890213,-94.2249569,-94.0369338
"89","Beavercreek, OH",26,39.7092262,-84.0632685,39.6808609,39.7901329,-84.1066202,-84.0082779
"90","Beaverton, OR",56,45.4871723,-122.80378,45.4245861,45.5429639,-122.8777172,-122.7436553
"91","Bedford Heights, OH",12,41.4143826,-81.5061146,41.37261,41.424685,-81.5273837,-81.48828
"92","Bedminster, NJ",4,40.680657,-74.6454373,40.660657,40.700657,-74.6654373,-74.6254373
"93","Beech Grove, IN",2,39.7221906,-86.0894158,39.69431,39.733655,-86.113115,-86.0522724
"94","Bellevue, WA",50,47.6144219,-122.192337,47.535013,47.660788,-122.2228062,-122.0872197
"95","Bellingham, WA",29,48.7544012,-122.478836,48.6880058,48.8174119,-122.531455,-122.3987106
"96","Belmont, CA",31,37.5164926,-122.2941914,37.4971274,37.5339581,-122.3288676,-122.2610669
"97","Beloit, WI",1,42.5083272,-89.031784,42.4957743,42.568611,-89.080945,-88.945065
"98","Beltsville, MD",6,39.0397735,-76.9271851,39.014245,39.065444,-76.9621662,-76.88124
"99","Benson, AZ",2,31.9678611,-110.294517,31.818336,32.008795,-110.396444,-110.268344
"100","Bentonville, AR",22,36.3728538,-94.2088172,36.2710581,36.4387112,-94.326235,-94.1545877
"101","Berkeley Heights, NJ",54,40.6834349,-74.442653,40.654202,40.698754,-74.461231,-74.37945
"102","Berkeley, CA",30,37.8708393,-122.272863,37.835727,37.9066896,-122.3686793,-122.2341962
"103","Berwyn, PA",18,40.0448306,-75.4388053,40.0248306,40.0648306,-75.4588053,-75.4188053
"104","Bessemer, AL",2,33.4017766,-86.954437,33.300185,33.449874,-87.071286,-86.856092
"105","Bethany, MO",10,40.2683344,-94.0282861,40.248674,40.293302,-94.059691,-94.00775
"106","Bethesda, MD",33,38.9846816,-77.0942447,38.9404011,39.0224203,-77.158561,-77.0771627
"107","Bettendorf, IA",4,41.5253792,-90.5098639,41.5211072,41.6120794,-90.5330175,-90.4251206
"108","Beverly Hills, CA",2,34.0696501,-118.3963062,34.052776,34.112456,-118.427073,-118.3715358
"109","Beverly, MA",8,42.5584284,-70.8800491,42.4939405,42.5915139,-70.9223425,-70.7266764
"110","Billings, MT",7,45.7874957,-108.49607,45.710673,45.852653,-108.691519,-108.435916
"111","Binghamton, NY",5,42.098698,-75.9125187,42.071984,42.131497,-75.950133,-75.856933
"112","Birch Run, MI",2,43.250859,-83.794131,43.2399419,43.2610159,-83.8097042,-83.7693662
"113","Birmingham, AL",70,33.5206824,-86.8024326,33.38376,33.678715,-87.122124,-86.57815
"114","Birmingham, MI",4,33.5206824,-86.8024326,33.38376,33.678715,-87.122124,-86.57815
"115","Bishopville, SC",4,34.2182107,-80.2484056,34.204622,34.236921,-80.264352,-80.230556
"116","Bismarck, ND",12,46.808327,-100.783739,46.751104,46.867048,-100.845596,-100.688513
"117","Blacksburg, SC",2,35.1212409,-81.5159246,35.107487,35.143586,-81.535308,-81.501597
"118","Blairsville, GA",1,34.8759067,-83.958371,34.8687711,34.8834132,-83.9675446,-83.9398994
"119","Bloomfield Hills, MI",26,42.583645,-83.2454883,42.55919,42.596952,-83.265869,-83.225389
"120","Bloomfield, CT",4,41.826488,-72.7300945,41.8004219,41.9069105,-72.7987639,-72.6859091
"121","Bloomington, IN",4,39.1670396,-86.5342881,39.1213291,39.2213618,-86.5918944,-86.4711305
"122","Bloomington, MN",2,44.8322405,-93.3204872,44.7851309,44.8631417,-93.3988956,-93.197413
"123","Blue Bell, PA",8,40.152331,-75.266289,40.132331,40.172331,-75.286289,-75.246289
"124","Blue Ridge, VA",4,39.1673561,-77.8114682,39.0326223,39.319971,-77.928444,-77.720424
"125","Blue Springs, MO",2,39.017316,-94.282265,38.9436967,39.066243,-94.337106,-94.221198
"126","Blythe, CA",36,33.6134767,-114.5937537,33.5475624,33.689638,-114.93812,-114.5139344
"127","Boca Raton, FL",25,26.3586885,-80.0830984,26.3206768,26.4246101,-80.1710745,-80.063664
"128","Boise, ID",25,43.6008183,-116.2421086,43.509398,43.6920633,-116.3656818,-116.09419
"129","Bolingbrook, IL",2,41.7003302,-88.0717708,41.6307666,41.7358214,-88.1796545,-88.02516
"130","Bonita Springs, FL",46,26.339806,-81.7786972,26.3162289,26.4077876,-81.8877,-81.6580172
"131","Boone, NC",6,36.2165362,-81.6746158,36.187237,36.230289,-81.715395,-81.6102288
"132","Booneville, MS",4,34.6555212,-88.5634361,34.615293,34.705808,-88.622949,-88.51604
"133","Bordentown, NJ",1,40.146149,-74.7115733,40.138295,40.160064,-74.719468,-74.700343
"134","Boston, MA",472,42.3554334,-71.060511,42.2279112,42.3969775,-71.1912442,-70.8044881
"135","Bothell, WA",55,47.7623204,-122.2054035,47.732373,47.814551,-122.249266,-122.1635335
"136","Boulder City, NV",1,35.9787638,-114.8337739,35.676628,36.0113372,-115.10263,-114.7699383
"137","Boulder County, CO",4,40.102555,-105.3632079,39.912886,40.26297,-105.694362,-105.052797
"138","Boulder, CO",4,40.0149856,-105.270545,39.9643513,40.094409,-105.3014509,-105.1780988
"139","Bowling Green, KY",10,36.9903199,-86.4436018,36.898847,37.046652,-86.533207,-86.306719
"140","Bowling Green, OH",10,41.3747744,-83.6513229,41.3488415,41.414595,-83.698601,-83.599962
"141","Boyertown, PA",4,40.3337075,-75.6374083,40.3246079,40.341252,-75.6503136,-75.6256122
"142","Bozeman, MT",10,45.6794293,-111.044047,45.6347914,45.7332596,-111.1198177,-110.984237
"143","Bradenton, FL",29,27.4989278,-82.5748194,27.4551648,27.5229628,-82.6906865,-82.4794264
"144","Branchville, NJ",18,41.1464852,-74.7523874,41.140275,41.154035,-74.760876,-74.739672
"145","Brea, CA",21,33.9170444,-117.888855,33.905651,33.9476346,-117.9286993,-117.7774391
"146","Bremen, IN",7,41.4464361,-86.1480581,41.435548,41.460625,-86.174688,-86.130283
"147","Brentwood, CA",16,37.9317766,-121.696026,37.8888313,37.9712486,-121.7600321,-121.6778037
"148","Brentwood, TN",17,36.0325687,-86.7825235,35.93256,36.044672,-86.869444,-86.6873
"149","Brick, NJ",2,40.0707244,-74.1280562,40.001217,40.137036,-74.16057,-74.05112
"150","Bridgeport, CT",14,41.1670412,-73.2048348,41.1399013,41.2296213,-73.2440717,-73.1537198
"151","Bridgeport, WV",7,39.2864787,-80.2561981,39.261623,39.350576,-80.284109,-80.2023
"152","Bridgeton, MO",15,38.7566055,-90.42352,38.722211,38.8207855,-90.477048,-90.3745161
"153","Bridgeville, PA",6,40.3561805,-80.1100556,40.348845,40.367343,-80.12184,-80.08798
"154","Brighton, MI",4,39.983721,-104.8110775,39.8996661,40.0186094,-104.8837733,-104.718276
"155","Brisbane, CA",6,37.687165,-122.402794,37.6714255,37.7082836,-122.4265591,-122.2501059
"156","Bristol, PA",4,40.1229002,-74.8644706,40.070547,40.1754774,-74.9148388,-74.8156974
"157","Bronx, NY",10,40.8466508,-73.8785937,40.785739,40.91763,-73.933907,-73.748374
"158","Brookfield, WI",1,43.0578479,-88.1261984,43.016399,43.105203,-88.1858875,-88.06613
"159","Brookhaven, GA",12,33.8584368,-84.340203,33.824777,33.920202,-84.348524,-84.308164
"160","Brookline, MA",4,42.3317642,-71.1211635,42.2945881,42.3517551,-71.1789351,-71.1055164
"161","Brooklyn Park, MN",7,45.1004807,-93.3443585,45.0655937,45.1520363,-93.4023859,-93.278327
"162","Brooklyn, NY",52,40.6526006,-73.9497211,40.550339,40.739434,-74.056688,-73.832945
"163","Brooksville, FL",6,28.5552719,-82.3878709,28.4894308,28.5876025,-82.4782843,-82.0963491
"164","Broomfield, CO",22,39.9403995,-105.05208,39.8891952,40.044227,-105.1672564,-104.960925
"165","Browns Summit, NC",12,36.2126351,-79.7136413,36.1926351,36.2326351,-79.7336413,-79.6936413
"166","Brownsburg, IN",4,39.8436954,-86.3970115,39.799835,39.8793544,-86.43963,-86.32681
"167","Brownsville, TX",8,25.9015688,-97.4984005,25.84019,26.2175148,-97.6445529,-97.2736409
"168","Buckeye, AZ",2,33.3703197,-112.583776,33.130526,33.8112594,-112.8591058,-112.4582784
"169","Buffalo Grove, IL",2,42.1675825,-87.9556402,42.1297519,42.2103263,-87.994985,-87.909773
"170","Buffalo-Niagara Falls Area",72,42.98121,-78.8875524,42.9811294,42.9812853,-78.8879836,-78.8871212
"171","Buffalo, NY",36,42.8867166,-78.8783922,42.826006,42.966449,-78.922357,-78.795121
"172","Buffalo, WV",36,38.6175863,-81.9818043,38.586487,38.628436,-81.997905,-81.964814
"173","Buford, GA",9,34.1206564,-84.0043513,34.060611,34.168506,-84.048267,-83.93922
"174","Buras, LA",12,29.351886,-89.5242248,29.331886,29.371886,-89.5442248,-89.5042248
"175","Burbank, CA",23,34.1812089,-118.307201,34.1426634,34.2216629,-118.3701672,-118.2799902
"176","Burlingame, CA",22,37.5780965,-122.3473099,37.5682796,37.6063123,-122.4037216,-122.3308389
"177","Burlington, MA",3,42.5048167,-71.1956111,42.4658383,42.544489,-71.2409062,-71.1684385
"178","Burlington, VT",1,44.4761601,-73.212906,44.4459066,44.5398847,-73.2770437,-73.176125
"179","Burnsville, MN",4,44.7670567,-93.2773887,44.7174482,44.8290621,-93.329828,-93.2207564
"180","Butler, NJ",2,41.0037087,-74.3415394,40.98419,41.0140082,-74.367129,-74.32879
"181","Calabasas, CA",8,34.1446643,-118.644097,34.1039406,34.16858,-118.7198231,-118.6062082
"182","Caledonia, MI",6,42.369463,-88.8926041,42.362902,42.378149,-88.910428,-88.880508
"183","California, United States",210,36.7014631,-118.755997,32.5295236,42.009499,-124.482003,-114.1307816
"184","Calistoga, CA",6,38.5787966,-122.579705,38.56792,38.598067,-122.604024,-122.554836
"185","Camarillo, CA",12,34.2176371,-119.0383541,34.1913013,34.2526717,-119.1094482,-118.9579039
"186","Cambridge, MA",233,42.3655767,-71.1040018,42.3524025,42.4042593,-71.1603989,-71.0639844
"187","Cambridge, MN",6,45.5727408,-93.2243921,45.5177826,45.5908259,-93.2709797,-93.1878542
"188","Camp Hill, PA",1,40.2398118,-76.9199742,40.2297405,40.259378,-76.944473,-76.907115
"189","Canton, GA",1,34.2367621,-84.4907621,34.174188,34.31305,-84.549765,-84.442416
"190","Cape Girardeau, MO",6,37.3034933,-89.5230357,37.218245,37.389768,-89.620758,-89.490956
"191","Capitol Heights, MD",6,38.8849913,-76.9134765,38.8630273,38.8900993,-76.9215991,-76.8913397
"192","Carlsbad, CA",38,33.1580933,-117.3505966,33.060109,33.1824213,-117.4095657,-117.2162646
"193","Carpentersville, IL",12,42.1211364,-88.2578582,42.102677,42.1487296,-88.3593718,-88.2413703
"194","Carrollton, GA",13,33.5801103,-85.0766113,33.539794,33.633397,-85.18621,-85.01439
"195","Carrollton, TX",6,32.9537349,-96.8902816,32.9180972,33.0551786,-96.9586136,-96.8352699
"196","Cary, NC",54,35.7882893,-78.7812081,35.6443755,35.8968752,-78.9537968,-78.7294596
"197","Cass, WV",1,38.396785,-79.9147826,38.376785,38.416785,-79.9347826,-79.8947826
"198","Cayce, SC",4,33.9657091,-81.0739827,33.914218,33.991304,-81.159924,-81.017014
"199","Cedar Falls, IA",6,42.5361805,-92.447758,42.4643176,42.5741213,-92.5047894,-92.4060958
"200","Cedar Hill, TX",2,32.5888072,-96.9553675,32.534919,32.639408,-97.021229,-96.8904341
"201","Cedar Rapids, IA",22,41.9758872,-91.6704053,41.8615994,42.0689041,-91.7745806,-91.5510589
"202","Centennial, CO",4,39.579155,-104.8769227,39.565994,39.6384232,-104.988394,-104.726199
"203","Central Islip, NY",2,40.7906538,-73.2017811,40.755677,40.80576,-73.23081,-73.154709
"204","Chandler, AZ",51,33.3062031,-111.8411851,33.2037629,33.3613382,-111.9722324,-111.7553271
"205","Channahon, IL",2,41.4294753,-88.2286735,41.376454,41.48654,-88.387157,-88.17191
"206","Chantilly, VA",32,38.8941543,-77.4311513,38.846698,38.910934,-77.449356,-77.364681
"207","Chapel Hill, NC",2,35.9131542,-79.05578,35.8694072,35.976142,-79.0831416,-78.9953895
"208","Chappaqua, NY",6,41.1595399,-73.764855,41.1442692,41.170683,-73.7780355,-73.755873
"209","Charleroi, PA",4,40.1378499,-79.8981035,40.129447,40.1490082,-79.912122,-79.8886137
"210","Charleston, SC",57,32.7884363,-79.9399309,32.668505,32.973515,-80.1438459,-79.797064
"211","Charleston, WV",13,38.3505995,-81.6332812,38.281139,38.4042658,-81.727777,-81.559457
"212","Charlotte, NC",285,35.2272086,-80.8430827,35.0105226,35.4002508,-81.009554,-80.6348755
"213","Charlottesville, VA",4,38.029306,-78.4766781,38.0095927,38.0705032,-78.5237084,-78.4462997
"214","Chattanooga, TN",4,35.0457219,-85.3094883,34.982938,35.214346,-85.4255628,-85.051587
"215","Chelmsford, MA",2,42.5968617,-71.3517602,42.549946,42.6537743,-71.4176423,-71.2942431
"216","Chesapeake, VA",8,36.7183708,-76.2466798,36.5504382,36.8671757,-76.4913958,-76.0651989
"217","Cheshire, CT",4,41.4989861,-72.900658,41.4479619,41.5639674,-72.969367,-72.846707
"218","Chester County, PA",10,39.9829308,-75.7652424,39.7214201,40.2450907,-76.1365824,-75.3609224
"219","Chesterfield, MO",10,38.661953,-90.5643258,38.6105154,38.692525,-90.6790594,-90.4855437
"220","Chesterton, IN",12,41.6105938,-87.0641992,41.550197,41.644854,-87.1248017,-87.018808
"221","Chestnut Ridge, NY",8,41.0840797,-74.0556682,41.063459,41.102053,-74.081705,-74.032591
"222","Chevy Chase, MD",1,38.9942121,-77.0771572,38.9542121,39.0342121,-77.1171572,-77.0371572
"223","Cheyenne, WY",16,41.139981,-104.820246,41.0730957,41.1930263,-104.8611236,-104.6749256
"224","Chicago Ridge, IL",2,41.7014217,-87.7792196,41.690395,41.7205434,-87.798492,-87.759223
"225","Chicago, IL",446,41.8755616,-87.6244212,41.644531,42.0230396,-87.940101,-87.5240812
"226","Chico, CA",2,39.7284945,-121.8374777,39.6986722,39.8168492,-121.8987215,-121.7123992
"227","Chillicothe, OH",58,39.3331197,-82.9824019,39.312933,39.373851,-83.053975,-82.945268
"228","Christiana, DE",2,39.6651122,-75.6599297,39.6451122,39.6851122,-75.6799297,-75.6399297
"229","Cincinnati, OH",137,39.1014537,-84.5124602,38.9414537,39.2614537,-84.6724602,-84.3524602
"230","City of Industry, CA",24,34.0182252,-117.9593061,33.989565,34.064377,-118.0575404,-117.8202109
"231","Claremore, OK",1,36.3126005,-95.6160686,36.249356,36.387247,-95.676073,-95.435488
"232","Clarksville, TN",2,36.5277607,-87.3588703,36.4786409,36.6417648,-87.482366,-87.2055556
"233","Clayton, MO",5,38.6504352,-90.3362473,38.633622,38.6582203,-90.3538947,-90.3033968
"234","Clearwater, FL",3,27.9658533,-82.8001026,27.9351239,28.0499611,-82.8434471,-82.6792432
"235","Clearwater, Florida, United States",2,27.9658533,-82.8001026,27.9351239,28.0499611,-82.8434471,-82.6792432
"236","Cleveland, OH",59,41.4996574,-81.6936772,41.390628,41.604436,-81.8790937,-81.532744
"237","Clifton, NJ",2,40.8584328,-74.1637553,40.8199335,40.899398,-74.197734,-74.117804
"238","Clinton Township, MI",18,42.0554875,-83.9478911,42.0345632,42.080386,-84.008337,-83.8876732
"239","Clinton, OK",6,35.5156056,-98.9673069,35.457689,35.544816,-99.046214,-98.864042
"240","Coeur d'Alene, ID",4,47.6742994,-116.7811531,47.6587689,47.7448395,-116.8528995,-116.7314535
"241","College Station, TX",7,30.5955289,-96.3071042,30.5164801,30.6584084,-96.3876547,-96.1965627
"242","Colorado Springs, CO",56,38.8339578,-104.825348,38.7154517,39.0351247,-104.9170862,-104.5999135
"243","Colorado, United States",40,38.7251776,-105.607716,36.9925245,41.0034002,-109.0601879,-102.041585
"244","Columbia, MD",80,39.1938429,-76.8646092,39.1476592,39.2400085,-76.9469099,-76.7869742
"245","Columbia, MO",11,38.951883,-92.3337366,38.863537,39.029402,-92.433832,-92.22762
"246","Columbia, SC",22,34.0007493,-81.0343313,33.943248,34.131597,-81.170978,-80.7038161
"247","Columbine Valley, CO",1,39.6010989,-105.032206,39.588584,39.611363,-105.047203,-105.024537
"248","Columbus, GA",54,32.4610708,-84.9880449,32.3738385,32.6081231,-85.079207,-84.667463
"249","Columbus, MS",3,33.4956744,-88.4272627,33.456269,33.557866,-88.489381,-88.3631
"250","Columbus, OH",235,39.9622601,-83.0007065,39.8086936,40.1573082,-83.2101797,-82.7713119
"251","Concord, CA",10,37.9768525,-122.0335624,37.9238607,38.022717,-122.0645819,-121.9328265
"252","Concord, NC",20,35.4094178,-80.5800049,35.305396,35.482811,-80.7650577,-80.492392
"253","Connecticut, United States",11,41.6500201,-72.7342163,40.950983,42.0505827,-73.727811,-71.787239
"254","Conroe, TX",2,30.3118769,-95.4560512,30.2026589,30.4199903,-95.6567012,-95.3909429
"255","Conshohocken, PA",26,40.0792766,-75.3015714,40.0688651,40.087473,-75.3164191,-75.289979
"256","Coos Bay, OR",2,43.3678937,-124.2174647,43.3429559,43.4231899,-124.2904374,-124.1672923
"257","Coppell, TX",2,32.9552598,-97.0155703,32.9226165,32.994491,-97.0321032,-96.932727
"258","Coral Gables, FL",10,25.72149,-80.2683838,25.609988,25.7717717,-80.3013,-80.195626
"259","Coral Springs, FL",2,26.271192,-80.2706044,26.2296745,26.3109974,-80.2974021,-80.2016082
"260","Coraopolis, PA",3,40.5184013,-80.1667247,40.5036567,40.5273854,-80.1781196,-80.1462552
"261","Corinne, UT",6,41.5498576,-112.110716,41.5350678,41.5646091,-112.1489529,-112.0888058
"262","Corona, CA",6,33.8752945,-117.5664449,33.8000147,33.9161643,-117.673177,-117.4838074
"263","Corpus Christi, TX",2,27.7635302,-97.4033191,27.483569,27.899638,-97.682742,-96.961108
"264","Cortland, NY",6,42.5842136,-76.0704906,42.40765,42.791036,-76.274601,-75.864164
"265","Cortlandt Manor, NY",4,41.2822191,-73.714142,41.2763624,41.287507,-73.715521,-73.7130082
"266","Corvallis, OR",5,44.5645659,-123.2620435,44.5199325,44.607243,-123.3362174,-123.2310359
"267","Costa Mesa, CA",10,33.6633386,-117.903317,33.625123,33.7020933,-117.9547143,-117.8639744
"268","Cottage Grove, OR",2,43.7974729,-123.058896,43.7776512,43.814238,-123.0833681,-123.0241404
"269","Council Bluffs, IA",10,41.258841,-95.8519484,41.1672536,41.2907291,-95.9272495,-95.7510892
"270","Covina, CA",8,34.0877926,-117.8891164,34.067956,34.107035,-117.9272237,-117.840549
"271","Covington, KY",2,39.0836224,-84.508371,38.964556,39.0976846,-84.5548015,-84.47971
"272","Covington, LA",4,30.4753525,-90.1010474,30.4398464,30.5066614,-90.1714484,-90.0811194
"273","Cowpens, SC",2,35.0167918,-81.8039916,35.005946,35.035041,-81.821412,-81.788882
"274","Cranberry Township, PA",50,40.7099343,-80.1060506,40.673669,40.7453357,-80.1525583,-80.0559393
"275","Crystal Lake, IL",4,42.2411344,-88.3161965,42.190063,42.276937,-88.423301,-88.27181
"276","Culver City, CA",16,34.0211224,-118.396466,33.9768672,34.0350911,-118.4483772,-118.3696131
"277","Cumming, GA",8,34.2073196,-84.1401926,34.171568,34.233509,-84.157895,-84.095811
"278","Cupertino, CA",14,37.3228934,-122.0322895,37.2785379,37.3403498,-122.0910851,-121.9958249
"279","Cuyahoga Falls, OH",6,41.1348213,-81.4848086,41.1170627,41.2072608,-81.587357,-81.449916
"280","Cypress, CA",2,33.8248235,-118.0399368,33.7920027,33.8462357,-118.064962,-118.0107648
"281","Dallas, TX",235,32.7762719,-96.7968559,32.613216,33.0239366,-97.000482,-96.4636317
"282","Danbury, CT",82,41.394817,-73.4540111,41.3269554,41.4638388,-73.54229,-73.400825
"283","Dania, FL",1,26.0543154,-80.1457426,26.0542654,26.0543654,-80.1457926,-80.1456926
"284","Danvers, MA",1,42.566751,-70.9368313,42.5401649,42.6132387,-71.0028134,-70.9076202
"285","Danville, VA",6,36.5879877,-79.3916713,36.5408295,36.6440367,-79.5192733,-79.3026464
"286","Dartmouth, MA",2,41.6332267,-70.9879928,41.5045746,41.7340113,-71.0766748,-70.9213009
"287","Davenport, FL",6,28.1614046,-81.6017417,28.1430973,28.1722028,-81.6394412,-81.5576072
"288","Davenport, IA",4,41.5235808,-90.5770967,41.460632,41.6202927,-90.6879323,-90.4908246
